,Duration_Min,Price
3503,1400,11087
5207,705,6838
9831,145,3873
5467,1545,11885
5384,165,4483
5850,750,13817
3479,1615,10368
4233,1375,13292
5069,170,4668
2845,155,4804
7514,1545,13941
3131,90,4575
5744,810,10368
8266,1125,11563
8308,1580,13381
4711,975,9345
10183,140,3873
4139,165,6565
1858,610,10262
6660,300,14714
300,155,5216
4681,730,10844
9470,1375,13014
6364,570,10844
405,375,14848
5391,175,6309
2424,440,13542
3620,1395,15554
9649,140,3597
7860,300,7255
9037,880,6494
3893,995,17024
1366,870,12692
414,1025,13014
6869,90,3175
8954,195,5601
3586,85,5755
2330,1710,12734
3582,165,3419
6867,1505,10262
8009,500,13486
4973,145,3841
2697,520,8586
8319,385,9646
9072,330,4864
5136,185,5769
6615,90,8040
6310,90,2754
3958,570,6316
9359,920,13243
3557,165,4483
8871,170,4483
4827,275,6069
9793,155,4804
508,740,14388
8771,1335,14571
7029,1430,8586
10348,80,1759
2448,450,10262
1781,170,5403
4906,170,4077
7081,810,10368
5664,320,5298
3616,150,5515
10108,1615,10368
9337,170,3943
10090,615,6838
6703,165,5613
7170,555,11936
8317,590,10844
9822,1275,9181
4639,1320,13376
8039,140,3850
9781,190,6216
4319,1530,10262
6143,1395,10262
3685,640,7215
1609,1480,7832
7232,180,4823
1402,160,4804
2818,1550,8820
1872,1495,14388
9459,300,6069
6232,720,12192
180,90,5678
4012,435,9653
7942,310,9748
2173,635,14871
2778,170,4777
2664,1275,10441
3884,1100,13538
87,1125,13014
5418,155,4804
7279,865,13039
6178,170,4729
8720,420,23001
9895,90,2759
539,530,16092
7695,150,4804
7606,155,4880
3446,150,5510
4385,140,11982
6614,270,5158
3569,450,13374
6770,300,10262
5071,735,7005
4062,180,5674
6500,1400,10405
8579,315,4963
6652,140,4622
3279,1730,12692
10044,185,7229
8743,165,4148
41,510,8714
9725,865,9663
8457,85,4995
9720,150,4622
9697,140,5277
5205,1350,9345
2674,425,14871
9513,520,13941
2846,845,10678
7810,85,2753
2930,375,8372
8983,665,13584
1874,775,14939
3664,975,9345
7335,170,6961
6876,140,6300
4972,1100,12140
2383,590,14781
1391,1375,10368
7127,150,4107
10102,170,4483
4149,180,3943
7730,175,7229
9593,1350,7927
6492,305,7832
387,1485,16079
10338,90,2754
4403,135,4842
5432,1375,13029
1863,330,14388
1327,300,6575
9035,170,5403
2480,715,17531
5351,730,10844
9447,155,5644
497,90,2227
4436,160,4804
1801,1655,12681
4240,1285,10539
1955,180,8016
9862,220,4226
9947,390,7198
6100,1060,17282
7551,810,15129
2595,165,3898
747,925,8879
764,830,6795
9652,425,13344
4155,1540,12121
6149,185,7931
8573,135,3597
5599,615,14848
7754,175,4544
1619,150,3873
8537,1555,6117
5876,150,5510
5957,375,7084
765,160,5403
6578,780,10972
5021,1320,10919
4952,170,5403
6716,745,8891
10269,150,4174
1270,1615,10413
9610,170,4591
10461,175,4340
5210,435,13377
565,295,4957
5589,155,4804
3699,450,14388
4847,1375,15129
9149,1440,8452
2703,555,9929
9934,500,5192
1274,305,6069
9044,910,7485
151,170,3898
1032,865,7353
2508,1420,7480
1442,90,1965
8705,160,3625
7812,1010,5022
346,1700,11542
3468,325,7164
10401,1640,4487
2630,85,4995
1670,175,4823
9127,1025,10368
8197,910,12192
3307,905,8576
9184,335,15554
706,275,5073
9457,175,3419
7931,660,12192
7970,280,6669
10086,475,13941
10480,810,11507
4992,895,6781
3434,290,5069
9658,810,6093
3058,340,5268
3670,585,11622
1400,95,2227
5113,955,7258
6983,160,4462
3159,725,12698
4686,655,14714
5745,805,14714
2240,735,10913
488,1545,14641
5598,860,6758
4183,320,6027
7098,330,14924
7445,1530,10262
6795,845,13941
521,1655,12898
7895,565,6610
1473,545,9646
5652,325,9134
8256,300,7725
8755,730,8586
9496,160,4319
4595,175,5780
9993,345,7398
10217,1005,14714
8451,850,12308
1201,810,7005
10025,90,2754
6231,535,8213
9387,1500,10539
584,520,8586
153,735,8586
1509,170,3943
3624,585,6959
3466,175,4273
2224,630,14067
6831,1420,13502
8183,175,12649
8944,170,4423
1142,145,6297
10258,1595,8656
10,795,8907
3510,795,8907
3518,1410,10031
7041,1420,10975
1658,155,4804
5087,175,21730
9774,90,5678
5303,825,15554
2964,90,5678
7628,690,13067
3006,145,3858
7002,1275,11281
1181,1195,9416
6392,505,14486
6981,90,4995
5465,640,6007
2671,90,1965
5941,140,3815
3269,1515,7662
2099,295,6496
3793,425,17057
4665,855,7064
4633,1335,6587
8504,625,6442
9667,965,6093
6580,555,8372
7283,75,15385
3573,1210,11134
6954,730,16108
3213,395,14714
3857,910,9486
3366,510,7408
4070,1100,5406
2276,615,5797
8834,355,5457
7817,650,8601
1408,925,6960
7801,375,6442
1465,175,13663
9288,340,11410
8918,140,3332
8922,1570,15029
1667,170,8033
6946,310,7870
3387,1015,14714
10184,780,13555
2910,1025,14571
9842,645,8099
1647,875,14388
6797,890,13399
4672,480,8330
7512,925,10203
8841,1315,14388
7197,170,5228
7881,150,3815
9370,695,7832
688,135,3858
7581,1320,15107
3355,145,3841
10062,175,7229
3673,165,6478
9679,175,3625
9807,470,8937
5934,1265,14594
3540,1195,12819
10393,810,7006
5741,90,3100
1677,1130,12395
1149,1000,13882
4005,435,5608
7446,90,2228
4018,335,12242
8376,800,14571
8974,90,5678
1493,910,8529
8724,520,14388
6210,710,5192
6971,170,3419
6739,515,6442
1323,450,12898
8628,400,14781
8967,165,6477
3558,400,14781
9130,155,4804
6647,415,6628
2946,965,5117
8501,830,10919
3193,150,4174
7244,170,7120
2087,195,6015
917,90,3175
8464,845,11098
9920,155,3841
9163,170,3943
4608,195,8626
4655,1425,10262
6871,195,9564
3541,165,3943
3539,525,12192
7394,1170,6117
8018,185,4544
10199,565,9413
3889,175,4319
707,140,4326
9857,170,7276
583,300,9134
5304,1285,10844
5575,90,2227
4518,170,4441
2633,140,3597
4004,160,4174
8595,345,10844
9778,90,4049
7531,175,5198
4971,220,6857
118,160,4668
390,735,8669
9806,660,16863
8176,150,4174
8892,800,13731
5662,1435,12173
9602,450,5177
10068,865,6151
5279,85,3210
4323,175,3419
9685,1380,13381
7715,160,8016
9058,1235,10262
2254,505,12692
8431,1380,16914
2321,170,5403
7038,170,4823
5800,975,6628
7726,1025,13014
7904,160,7975
1636,795,15353
3956,165,3419
9176,290,4775
5685,150,3841
4091,350,17024
3686,510,11999
7365,1010,10262
6245,390,17524
1607,135,3807
5286,135,3543
8004,805,12898
5407,320,5530
5470,555,6076
1569,505,15318
9349,615,10197
3093,90,4995
1808,1350,10031
6488,345,14781
6787,685,14571
499,375,8372
3684,140,3543
7411,170,4282
4213,1415,12898
1411,275,5054
816,1005,13067
5412,570,11269
3445,90,1965
6655,930,8452
4605,1415,22950
4242,810,6093
9654,170,4441
10163,1395,10262
5632,625,6314
8293,170,4423
5826,1420,9483
4858,1285,10844
204,175,7229
6918,155,4804
3120,1025,10844
3089,510,10844
7984,1145,10262
6101,695,6653
5548,1775,15129
2747,405,20120
6448,170,4282
1754,1685,14151
5311,175,18558
1481,90,1840
4570,90,3603
8006,675,7452
6311,825,6494
5999,845,10877
979,450,9663
3528,90,3100
549,1550,8610
7263,165,4148
9326,655,6593
9844,625,15965
1425,450,9134
2906,335,14714
3319,170,5613
8064,960,13817
6903,425,6818
7195,930,8452
1320,375,17057
4541,510,10844
9663,365,14781
4723,180,5198
4443,150,5644
6168,450,14714
9613,155,4174
4743,850,8938
1871,140,6297
8964,1570,11467
8099,490,7005
6173,1045,12819
6404,800,7832
7071,175,7229
4680,1290,17471
8898,195,5000
3045,165,3943
4392,765,8049
7594,150,4174
241,135,3543
9816,1475,10929
5958,1385,14960
1479,1640,10945
9475,385,7242
8765,380,6412
786,180,7229
6632,170,5403
3266,500,6794
677,140,4326
896,275,5703
1376,175,3702
6030,345,7189
4573,440,13244
1617,905,8366
1895,1350,17471
2129,590,10844
10440,175,6144
2792,1375,10368
4716,675,6171
5754,640,8372
6198,395,7845
9008,165,6121
621,450,13941
4773,1455,11087
670,140,3597
10498,175,4823
7230,450,8586
6379,300,17327
3214,180,5201
681,90,2071
4031,90,4049
9622,1680,16079
4259,540,12373
6046,170,3971
1645,600,14714
9317,140,3597
4831,435,8844
4632,155,4804
8536,335,16079
1585,150,3841
10084,1045,15129
9625,300,10509
8084,480,14067
1349,150,4911
7221,1550,10844
866,270,4760
9678,380,10141
2799,725,15434
10385,150,4384
915,1600,8728
1767,440,13977
4294,875,10991
6561,180,7229
10509,80,3100
5703,450,12739
6191,1255,7480
14,155,4804
8265,245,8996
7975,570,13587
7772,165,4423
6517,940,12898
7410,90,1965
5893,1580,13591
10254,155,4145
7206,1665,10008
7693,80,3100
5602,150,4960
835,1490,13882
9612,140,3597
1744,345,5775
4263,675,7662
1194,1005,10262
10097,180,7229
1698,325,5636
9409,570,12537
2476,1350,8610
8800,1495,9663
8128,400,10844
6851,810,8907
6286,215,5554
4466,140,3841
8323,1475,8834
9510,950,10981
4616,440,15135
2454,650,15342
2281,175,5769
1943,170,4282
2816,175,5198
947,1375,10368
7215,170,3943
6949,560,6442
6079,145,4491
1489,975,13611
8522,80,3625
1096,1555,8452
8780,1045,11150
9721,420,13062
2824,185,4544
1359,1535,6587
5203,140,3597
8814,725,8055
3252,160,4423
6298,465,15898
6264,285,10406
2668,390,7530
10343,510,14781
10182,510,10844
6317,180,7229
9355,1065,8452
7809,170,4441
9592,295,5673
4710,725,15147
3855,330,7826
3602,150,5224
5535,395,13469
5098,170,3943
9634,165,3383
8131,1195,10676
1688,380,12284
4776,180,5769
9266,160,4668
160,165,4777
9197,460,19225
8016,150,3807
2679,1630,13067
1551,1425,14714
6421,160,4148
9968,165,3419
6125,150,3815
8112,810,10697
2225,170,4823
2153,450,12537
8668,1160,14231
4459,175,7229
7453,80,4937
6455,335,12898
6429,1025,15129
614,790,6046
4187,1430,14388
5740,540,14714
3837,140,3597
9750,170,4282
3970,295,6842
6060,180,6094
9339,600,13714
7062,650,6068
4690,855,6128
6497,675,15197
10414,555,17057
8334,835,6442
8135,1995,10929
258,170,3359
1496,620,18371
7963,1295,13401
6376,165,4077
6471,885,7094
2323,735,14781
7186,930,7198
7820,1010,14388
3007,155,4804
7225,970,9417
7661,540,6093
9289,705,14571
1363,1125,13029
5564,810,11664
3056,600,7791
6041,1500,14151
5077,175,7229
4366,90,3175
1640,1475,19329
2269,165,4423
1696,1025,14231
2449,1375,13029
5915,1415,12373
1805,85,3342
7358,155,6300
4929,750,7198
6190,665,14388
4408,730,11667
7282,610,10262
463,160,5618
1223,350,15103
7672,135,6297
7343,385,9870
5187,835,6442
4787,665,6600
3997,710,5320
4199,735,7740
4377,615,9404
4788,1320,10919
9624,425,11841
7953,165,7229
1118,1655,13941
9534,140,3597
5088,500,6628
6791,170,4423
6081,1420,12284
3340,135,4667
6176,1615,10368
199,555,10091
5348,170,4823
2121,1390,9258
4419,90,5678
5909,185,4729
6768,535,5281
4775,160,8290
5010,1475,6781
5162,455,8855
6437,705,7503
2071,165,6478
6769,385,8266
3226,1300,10919
3031,1210,11622
6263,350,9861
6841,600,14714
6521,865,8052
6929,805,14015
2062,195,6015
886,800,10844
2609,1620,13292
8230,90,3100
2952,360,10262
7139,805,14120
10427,1025,10844
3278,1430,10844
4910,1330,8586
2686,570,10844
6162,765,10348
1057,755,13838
4889,940,6734
8939,925,10696
9715,965,13339
5828,435,13377
3752,800,9663
9448,860,11087
1471,140,3597
1257,390,6795
3879,735,12681
8789,520,13941
6226,330,8586
828,715,10262
10166,1140,7832
9483,90,1965
10189,1420,9925
722,175,4544
7559,840,7408
7717,175,4839
6972,715,16289
5964,185,5201
4860,740,14571
9549,170,3625
9643,175,4823
4430,170,6961
4750,1100,14083
350,160,4804
5545,1410,10441
2259,1005,12121
7799,520,11087
2026,90,4050
10404,140,3873
3352,870,12121
10105,185,7754
1445,185,7229
10057,415,7503
5249,1025,10844
7738,1105,12898
10495,375,8372
4564,175,4823
5413,750,9385
1611,170,4823
429,1165,12639
3950,1080,9314
5651,1165,12242
5225,170,3625
7723,90,2017
1210,1640,7064
4262,90,2575
8885,170,3573
6550,810,14871
2494,1615,13029
5274,80,5755
56,905,17345
3020,1685,10703
208,1760,15129
2111,1760,12819
5403,1625,13942
1440,510,15077
425,175,3971
8061,640,6637
1623,170,3943
4833,490,9134
7675,1390,15129
1593,1145,14714
2301,450,7198
4588,1795,14219
5057,1680,10262
5956,160,4174
7131,175,6688
9344,175,3419
5922,775,8586
7643,620,10262
10096,450,14781
9258,170,4668
9521,920,16736
8287,165,4483
5463,390,7888
7818,295,11319
1778,1475,16289
336,170,5201
2642,220,4226
7261,1215,13731
7496,90,2175
2607,1375,13014
6961,1265,10844
4024,1760,15339
8972,550,10262
737,480,14871
113,610,17024
1068,90,3175
937,865,10262
2299,1420,10975
10087,1490,6383
7791,810,10368
6979,1185,18253
257,810,13014
2238,725,14231
1339,155,4174
9896,955,5192
992,160,4462
1846,195,5601
5105,155,4174
3403,1255,7480
6524,705,6838
132,165,4804
4131,965,8452
441,585,9663
4160,470,9838
5865,800,7064
5378,180,7229
7680,1080,11467
4734,75,2050
5381,150,3807
5320,1580,10975
7585,140,3597
5314,760,7670
2725,195,6015
10323,505,10877
9230,135,3543
4863,555,14848
9745,720,7886
1294,1295,14151
8327,220,6857
8934,1570,8098
1659,185,5406
9082,180,8016
7055,675,16108
3430,1595,9968
3546,280,5699
8321,375,4957
27,355,7682
6308,765,12677
491,1155,9663
7947,1125,10368
9977,885,10262
8335,150,5170
4043,560,6442
9135,90,2754
2125,180,8016
2466,1640,9555
9141,1145,10262
5843,155,4804
6050,90,1965
4457,1195,12819
8394,1285,14571
5030,295,5409
7621,1055,10972
339,465,6795
4201,1215,13941
8125,520,10840
3651,90,3625
124,1390,10676
6644,1565,6681
3025,195,6885
2386,940,12373
1965,825,12898
2960,155,3873
7257,1600,10756
969,570,7048
4308,1025,9663
9503,795,8266
1588,170,4319
935,940,11600
6563,960,16736
523,170,3398
1353,1195,9941
6393,170,4282
3138,780,9794
1188,270,5726
8021,85,8040
7712,290,5912
6745,1220,20800
9846,170,6121
877,775,15149
3294,165,4777
8144,150,4174
8905,345,6769
8258,90,3210
8437,1025,10368
4832,715,15190
5942,140,3597
3429,685,10844
6879,170,5228
7845,195,5601
6299,1685,14151
4756,1655,9663
10011,85,2227
6897,155,3841
9087,920,13243
4384,1390,15339
3542,755,18260
5872,1220,10467
9562,135,6297
782,310,10188
2163,740,10844
5719,1315,9663
8418,510,7198
760,975,8085
514,170,4423
1605,1760,16704
4279,390,11297
7013,860,8784
2891,285,6218
3930,690,13377
2152,705,7354
193,1120,11087
742,170,3573
8722,175,4990
1870,180,8016
2211,175,3573
7807,1610,12557
3638,665,8586
8593,140,3543
5038,175,4823
6196,765,9646
3200,920,13033
8566,170,5674
9319,150,3807
6019,700,8820
10290,1615,13014
9384,895,4943
409,1280,12898
578,85,5678
692,165,5228
6274,155,4804
8832,150,3873
4927,170,5694
5925,175,4284
9959,195,5443
9201,195,6015
1157,1060,8367
7481,1490,13882
8729,440,9794
3133,935,7832
590,475,7139
1575,1275,10651
4574,710,6785
3129,1350,8991
9794,170,4823
6250,170,4282
6752,575,12692
2396,155,4145
9407,590,7064
3124,810,15129
5040,780,10791
743,300,5054
1948,480,15147
182,960,9663
3547,1655,9187
4338,160,3311
2716,975,6573
5490,180,7229
1053,1280,20800
8778,300,13292
653,450,14714
148,490,7005
708,705,10161
369,710,5192
23,175,4823
1285,175,4823
1957,665,10844
8025,450,8586
2260,165,3419
5628,90,5678
1199,90,2071
4508,1430,19595
8661,400,14571
2283,655,12373
1192,1450,11467
8298,295,4957
9558,1530,12898
8542,180,4990
7932,170,6121
5605,440,4563
8240,590,9416
7762,870,17229
4808,805,12125
2693,625,16840
4251,140,6482
9119,310,9069
2798,1570,10262
9623,505,10539
2511,600,8099
8970,1430,12819
1908,460,18275
7830,800,10844
8068,1210,10467
1706,930,13377
1464,920,10408
3800,180,6934
3033,1560,11972
2771,90,2071
6418,160,3971
10305,135,3597
30,135,3687
2306,335,10262
7302,170,4668
1226,395,12898
2329,630,13377
3413,720,9719
9575,500,6206
173,730,9663
10073,1730,11467
3241,590,14781
4955,155,4174
6068,575,11467
3742,1375,13292
5920,170,5126
8815,655,12242
8066,290,6496
10394,1335,8372
807,180,7229
1469,615,14533
3902,90,2753
7227,795,14408
493,540,5406
6747,170,6094
1001,165,4482
2317,1430,13941
9193,455,9103
9444,1285,12681
972,855,8291
5404,705,14781
2380,1025,7064
7804,1615,10368
6585,1320,13376
5791,765,12324
4707,85,5678
6861,555,11241
10353,1195,9416
7913,940,14714
8576,1005,12898
4110,675,7199
6738,90,2227
1663,90,2754
7334,345,7189
3345,140,5277
198,505,12537
1058,1580,11185
640,90,4049
7309,1620,13559
319,335,10262
7431,475,10844
2662,395,12524
9824,965,4647
9427,1630,12692
1920,180,7229
1952,90,1965
371,170,3919
585,180,7229
2830,1520,14305
7729,1145,14231
10206,90,5678
10340,870,6152
76,170,3898
6334,505,10703
6862,1495,13759
5093,180,8033
2368,170,3943
8817,90,2753
7644,1255,11542
6145,155,4174
4735,465,5797
375,1215,6224
80,890,10844
7650,165,4423
8031,180,3943
2170,165,7229
10352,170,3398
2786,730,14781
7389,1630,10953
2898,155,4804
7574,665,6442
6786,560,14973
5480,295,5221
189,295,8738
5611,1010,7174
2892,620,14714
10429,810,12819
9241,930,14067
3170,155,4804
2059,140,3597
4449,295,7166
7177,975,6314
948,90,2017
5724,380,19225
8194,1275,10441
10289,1475,8882
6234,155,4148
9833,765,10486
8007,85,4160
3106,90,4049
5566,305,13502
7545,435,5608
2110,1325,15554
8432,1005,10262
1517,135,3597
7430,145,3873
8868,345,6386
3702,170,3749
9501,700,9345
5979,540,7563
10029,180,6934
873,690,9794
1205,930,13377
7015,730,15058
809,1550,8529
5115,1165,13899
1816,90,2754
7201,170,3625
9825,575,6314
4795,355,6591
3965,185,7229
5579,555,16108
8820,780,12524
3070,175,7648
7238,1110,17261
9368,80,2437
6719,370,11237
9700,170,5911
3150,310,6493
5713,170,4823
2826,175,7229
3852,600,12717
2614,1010,12373
10039,90,4392
6963,195,6015
3617,435,8355
5456,915,10478
8332,935,16736
7605,155,4145
6581,630,6628
2496,90,4050
7329,140,3597
6533,520,12373
7375,570,8907
4037,170,3419
4916,1685,14151
1076,1520,6850
9734,875,11201
1069,165,6565
9834,1610,17234
1136,165,5176
999,480,7408
2715,1580,11185
9212,800,14388
7190,760,7485
6676,900,16736
10397,1555,8452
8216,170,5201
261,675,6171
3910,1100,12121
3297,440,21219
6649,1470,12698
1695,800,14151
8200,330,12898
6507,725,12488
1713,610,14714
3061,690,10877
400,175,7631
8795,150,4148
3250,1325,10262
5277,520,8586
5627,720,7408
4134,90,5678
6388,240,4226
864,700,17057
1824,1180,14746
6489,385,9870
9981,1695,14231
5530,195,7202
2433,895,6442
8182,1155,9920
4303,165,4944
3328,355,4832
3362,1415,11222
5165,175,7229
890,925,12373
5750,680,14629
8890,440,14086
7558,305,8258
8485,730,13731
4055,800,11467
4990,1380,13591
2297,480,13587
5079,660,10197
4041,1560,15187
1112,425,6818
631,135,4667
7009,660,13727
8404,90,4784
4054,970,14960
1838,90,3175
5970,690,10529
7100,355,4725
5383,140,3597
7086,1235,13759
8390,520,14178
9994,435,17461
6357,590,14781
5370,1130,13292
3781,375,8372
6762,175,3419
10432,175,4544
5538,625,15965
7665,165,3898
3182,1130,11507
4619,1490,14431
6373,165,4878
9755,1125,10368
1934,1620,13292
3535,280,8578
7795,165,6961
8762,585,11622
8166,1080,11467
3141,685,10844
5895,1680,14714
2631,1315,7438
295,155,3859
10215,170,3383
2876,165,6961
9449,90,2227
9219,305,5073
4348,325,12284
6076,320,5298
7393,170,6860
8759,745,8366
2446,175,7229
7595,435,10493
2439,335,12898
7982,1430,15129
7035,175,12649
9189,810,10368
656,765,11642
2085,160,5613
2509,1335,13584
6403,1440,14298
7924,330,14388
9272,1125,13029
9644,180,6478
6199,140,3384
8942,390,7198
4001,140,3841
5983,435,8355
2074,365,12681
277,195,5000
4254,660,10262
10142,790,9555
7235,180,4823
294,730,7832
6848,145,3858
6302,1505,5177
9378,730,13364
6735,695,10090
3517,155,4145
6989,335,14714
3324,375,13555
3545,1830,10151
6939,175,4823
1369,325,5046
4609,1280,17234
4163,1840,12723
9461,1615,13014
1314,525,14214
4085,555,8018
1726,675,19332
2357,750,11538
3395,520,6381
7741,165,4284
7406,970,14300
5886,330,4864
6051,850,5935
9422,800,8586
6269,150,3873
9932,825,10262
1397,1555,9502
1244,1480,11455
7620,270,5830
833,75,3625
149,140,3873
3647,455,6484
5268,425,13344
184,270,4812
920,1015,10657
1487,690,10877
2926,2065,10991
5610,180,7229
5968,245,8996
3634,1700,12592
9765,800,8529
8864,720,15136
5742,320,6493
2035,685,14571
5777,160,8028
264,845,5684
3299,1415,10844
5419,880,6901
2504,330,8714
4692,810,15129
7566,1420,5957
3030,90,2470
4505,955,6810
8401,315,6582
10180,800,10539
6792,1245,11753
2250,750,7318
2395,665,12537
1378,165,3383
1500,170,6144
2291,960,13044
9413,300,14714
7074,975,6628
3454,1615,15129
7761,140,3850
9179,155,4804
3437,160,3625
3966,145,3841
7203,590,10844
9001,160,4668
3254,1560,12970
7428,1245,12803
10382,810,10368
10099,455,7268
51,1520,12121
6449,170,4823
7792,365,13817
10237,985,6987
7633,1830,13885
7926,165,4804
9517,955,7870
6870,1145,12898
1969,370,4692
2713,165,5228
7848,170,4823
5578,345,6386
1514,395,13067
7631,140,4326
9849,715,12898
8304,155,4409
3333,1330,8586
168,165,3419
2322,440,15812
4671,515,6674
424,465,14323
2602,550,17234
3494,175,3573
4256,540,10197
1354,180,7229
3758,165,4591
7237,535,7268
3537,1385,13227
7907,1585,10031
3156,630,7664
3326,425,6171
4000,1015,12242
10472,185,7229
853,320,8277
8192,1505,10262
10032,180,4544
7179,1760,15129
2258,90,2754
53,180,3943
6923,145,3850
9965,1680,12373
2177,480,18286
6290,185,4823
6642,290,6027
9996,920,13555
3995,575,21226
4715,580,6117
3700,140,3597
5091,295,7010
9604,170,4077
5697,1255,7480
2841,505,9627
7798,810,7740
1212,135,3543
7764,85,4160
9767,455,8855
9894,140,5277
3848,870,14151
3994,135,3597
10233,590,10844
9479,135,3597
3591,90,3210
8049,1420,6643
6924,165,4591
515,985,8899
8263,330,7452
2709,1520,11467
356,180,7754
6962,425,8586
8118,625,9134
5501,590,15400
8721,1550,10844
3320,290,5380
59,1505,12395
9140,175,3419
5439,145,4174
281,1025,10844
10126,85,8040
3348,1550,9870
1629,1825,12346
2782,860,6093
9244,1440,6241
5148,150,3841
8643,870,15764
3575,555,8888
7325,960,14571
9864,735,7005
1276,720,13587
4047,1330,11077
1530,315,4775
6991,455,7531
805,170,3943
10227,1165,14424
1529,1815,7664
6854,1025,13029
9375,1395,10842
8241,1210,7107
5666,295,5409
2691,730,14388
5654,165,6961
3054,1355,12898
8993,325,5118
1367,135,3332
5406,1275,10231
8616,1005,15554
2464,600,10407
0,170,3897
9853,645,9149
4568,165,4591
6044,360,12373
5072,620,12898
176,1550,9345
1022,1560,8245
9265,145,4174
8704,1400,12681
1286,185,6094
7063,180,7229
2409,150,4413
5908,480,14594
3008,690,13377
5951,140,3597
6543,420,13587
2384,90,4049
8958,960,9663
1348,155,4804
5416,850,11087
4275,180,6478
6674,170,5228
6440,425,12389
532,155,7298
9888,1055,13941
380,180,4823
9992,655,17024
3346,845,6206
7133,170,3419
2681,175,7648
930,165,3419
2626,1375,13014
2526,735,9929
10466,345,6037
10512,150,4107
8611,90,2017
1059,175,7229
4176,590,14571
7090,845,8586
73,810,12819
5972,865,12373
3173,1525,10844
2604,170,3398
7236,330,12373
1252,180,4823
4394,1485,10262
9275,520,9794
1864,165,4544
4603,665,6600
8680,160,4174
8580,170,12649
9776,145,3858
9847,170,3625
1290,745,12395
2995,705,7354
4957,90,3175
6648,1590,5022
455,315,6534
6427,195,5021
815,540,15554
7614,180,4544
9278,1395,17266
2920,150,3873
2638,195,5000
9627,1700,15532
5672,750,13377
3130,1530,7893
10383,1595,9863
8036,750,10703
4700,760,14777
2777,300,6232
2222,170,7074
8544,795,9526
7097,90,1965
7544,525,15894
8159,140,3597
5280,1040,12373
3719,165,3943
9791,1525,12778
7523,535,8266
5751,810,6093
3873,175,8016
1203,805,10203
1405,910,14571
1699,320,5232
7823,450,14714
6163,160,8016
4718,1305,17471
10054,140,3543
4878,165,5228
5927,150,3807
163,270,5264
2047,90,4995
6966,840,13377
6342,1610,9663
3360,685,16736
5294,175,7608
8600,865,9663
4118,380,6412
5866,265,3809
3412,135,4667
5101,85,5678
641,135,4667
9361,90,3205
6750,1950,11664
1343,370,6412
4480,435,9736
888,1220,14571
9277,160,4148
3927,675,9929
531,840,17261
6031,1330,13731
8002,565,6494
7483,440,19644
7249,140,6300
7875,175,4823
1795,660,14924
6784,170,4441
9694,175,4777
6028,160,4423
2109,570,15147
9340,90,2227
5681,155,4804
3166,395,14151
266,135,19630
3763,1380,13591
811,1025,13029
360,170,4668
1460,175,4544
952,555,7934
2160,835,6442
1799,735,13941
7468,615,15373
8124,380,5583
7000,1700,14482
3337,175,6860
10157,510,10844
5427,450,7198
7711,690,12121
8932,1925,9270
8946,510,7154
6564,655,10262
9172,360,14714
2100,1855,12488
8478,290,8110
6724,805,16736
9346,275,5073
5175,1595,8236
9737,1090,9134
4231,155,4878
9423,1620,13081
2191,470,7155
8403,420,8574
3164,1470,12797
8466,730,10844
9648,545,9646
88,740,7064
2324,570,8907
8490,155,4804
8012,140,3858
3776,735,15704
315,390,7198
7758,835,6734
3117,1235,16736
4618,1475,9483
2020,705,6838
2002,140,3543
2974,170,3943
1275,635,6442
7277,775,8586
528,1655,10031
6188,1170,6117
4404,1420,6643
3598,1440,5006
5230,500,6104
3681,180,5201
1318,170,4823
6743,170,10067
7085,1430,10844
5778,180,8016
3034,1140,11992
6383,175,3898
4811,1630,10953
9803,825,10262
1166,295,4957
4725,165,7171
10255,175,3919
10127,1625,12723
6236,1660,10844
1222,1280,15025
9723,1425,11087
6604,175,5769
4943,175,3971
4255,830,13376
6883,170,6094
1982,615,10454
9810,360,5511
4020,165,3419
8563,810,13014
3482,175,10067
7066,575,14086
1538,1555,4647
10342,1410,12646
2744,1570,10262
1553,275,5073
7341,160,4423
2817,170,4273
9683,1260,13759
7960,690,12395
8810,90,3210
2381,170,4668
5186,90,2017
4526,885,10262
3524,170,3943
2629,1655,10262
7447,140,3597
4123,330,14388
10304,175,3625
2766,1210,8839
1656,570,13626
4818,630,10877
7896,135,3597
9161,705,6838
7743,140,4174
1843,780,6282
6842,140,3597
3151,325,6218
10265,690,13817
3386,1185,10203
5046,600,10197
9403,85,5678
4025,90,2017
10098,165,4148
426,1580,8452
4094,160,4804
5574,1325,12273
1923,520,12898
6223,1350,9555
10500,1485,10262
7054,1090,14388
8596,170,4823
8683,1430,15129
6177,730,11142
6898,180,4030
9016,1575,5406
2542,1410,11491
8185,1375,15129
9183,625,16840
3515,160,4563
7031,1320,13376
10351,165,4804
5807,150,4409
4969,165,6565
7019,540,6922
6387,85,2647
6156,1485,5406
9835,295,6496
6548,180,7229
7241,150,3847
7363,555,16439
7476,1440,6528
1841,910,7563
5400,145,7295
1209,395,16079
9166,505,9646
474,1640,10844
3311,165,4423
8407,1025,10368
8848,1440,8085
4596,955,11668
3235,145,4332
7656,415,7191
9878,155,4174
9322,195,5000
7448,155,3841
5060,570,11841
4407,1420,7832
131,190,6216
5410,775,16289
1341,600,9149
2184,505,12384
9756,410,11654
8786,135,3543
6728,195,6834
9002,90,1965
7946,1310,11087
247,270,5264
9620,85,5678
29,135,3687
