,Airline,Source,Destination,Total_Stops,Month_June,Month_March,Month_May,Season_Summer,Dep_Hour_Sin,Dep_Hour_Cos,Dep_Min_Sin,Dep_Min_Cos,Day_Sin,Day_Cos,Weekday_Sin,Weekday_Cos
6975,2852,2155,2155,2,0,0,0,0,-0.71,0.71,-0.87,0.5,0.59,0.81,0.78,0.62
848,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,1.0,0.59,0.81,0.43,-0.9
1243,872,3327,3327,2,1,0,0,1,0.0,-1.0,0.87,0.5,0.95,0.31,0.43,-0.9
4713,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,0.95,0.31,-0.0,1.0
5325,1257,2155,2155,1,0,0,0,0,-0.5,-0.87,1.0,0.0,0.59,0.81,-0.0,1.0
6502,872,3327,3327,2,0,1,0,0,0.87,-0.5,0.5,0.87,0.95,-0.31,-0.0,1.0
6179,872,3327,3327,2,0,0,1,0,-0.26,-0.97,0.0,1.0,-0.59,0.81,-0.43,-0.9
1180,1257,3327,3327,3,0,0,1,0,-0.26,-0.97,-0.87,-0.5,-0.59,0.81,-0.43,-0.9
3460,2852,3327,3327,2,0,0,1,0,-0.5,-0.87,0.0,1.0,-0.95,0.31,-0.78,0.62
6493,10,3327,3327,2,0,1,0,0,0.87,-0.5,-0.5,-0.87,0.59,0.81,-0.43,-0.9
2371,608,526,526,1,0,0,1,0,-0.5,0.87,-1.0,-0.0,-0.95,0.31,-0.78,0.62
2,2852,3327,3327,3,1,0,0,1,0.71,-0.71,0.5,0.87,-0.59,0.81,-0.0,1.0
7174,359,1578,961,1,1,0,0,1,0.26,-0.97,0.0,-1.0,0.59,0.81,-0.78,0.62
4011,2852,2155,2155,2,0,0,1,0,0.97,0.26,-1.0,-0.0,-0.95,0.31,-0.78,0.62
5572,233,3327,3327,2,1,0,0,1,0.97,-0.26,-0.5,-0.87,0.0,-1.0,-0.78,0.62
6959,1553,3327,3327,2,0,0,1,0,-0.71,-0.71,-0.87,0.5,0.59,0.81,0.97,-0.22
1048,1257,3327,3327,3,1,0,0,1,-0.5,0.87,0.0,1.0,0.59,0.81,-0.78,0.62
5034,872,3327,3327,2,1,0,0,1,-0.97,-0.26,0.0,1.0,0.59,-0.81,0.78,0.62
4491,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,0.95,0.31,-0.0,1.0
10220,233,3327,3327,2,0,0,1,0,-0.87,-0.5,-1.0,-0.0,-0.59,0.81,-0.43,-0.9
9054,1553,1578,617,1,0,1,0,0,0.0,1.0,0.87,-0.5,-0.59,0.81,-0.78,0.62
3863,872,3327,3327,2,1,0,0,1,0.71,-0.71,1.0,0.0,-0.95,-0.31,-0.43,-0.9
4810,872,3327,3327,2,1,0,0,1,-0.87,-0.5,0.0,1.0,0.95,0.31,0.43,-0.9
2551,1553,2155,2155,1,0,1,0,0,-0.71,-0.71,-0.87,-0.5,-0.59,-0.81,0.43,-0.9
10459,359,2155,2155,2,1,0,0,1,-0.87,0.5,-0.87,-0.5,-0.59,-0.81,-0.43,-0.9
2431,1553,2155,2155,1,1,0,0,1,0.87,0.5,0.87,-0.5,0.0,-1.0,-0.78,0.62
3797,1553,526,526,1,0,0,1,0,-0.87,-0.5,-0.5,-0.87,0.95,0.31,-0.0,1.0
8184,1553,3327,3327,2,1,0,0,1,0.26,-0.97,0.5,0.87,-0.59,-0.81,-0.43,-0.9
310,2852,2155,2155,2,1,0,0,1,1.0,0.0,0.0,-1.0,0.95,0.31,0.43,-0.9
1618,608,526,526,1,0,0,1,0,0.97,0.26,-1.0,-0.0,-0.59,0.81,-0.43,-0.9
1092,1257,1578,961,1,0,0,1,0,1.0,0.0,-0.87,0.5,0.95,-0.31,-0.97,-0.22
1940,359,2155,2155,2,1,0,0,1,0.97,-0.26,-0.87,0.5,-0.59,0.81,-0.0,1.0
6664,2852,2155,2155,2,1,0,0,1,-0.87,0.5,0.0,1.0,-0.59,-0.81,-0.43,-0.9
3825,1257,526,526,1,0,0,1,0,-0.71,-0.71,0.0,1.0,0.59,-0.81,-0.97,-0.22
5875,233,1578,617,1,0,1,0,0,0.97,0.26,0.87,0.5,0.59,0.81,-0.97,-0.22
1229,1257,3327,3327,3,0,0,1,0,0.0,-1.0,-0.87,-0.5,-0.59,-0.81,0.78,0.62
6820,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.59,0.81,0.43,-0.9
4855,1553,3327,3327,2,1,0,0,1,0.97,0.26,0.5,-0.87,0.95,-0.31,0.78,0.62
1474,608,2155,2155,1,0,0,0,0,-0.5,0.87,-0.87,-0.5,0.59,0.81,0.78,0.62
1733,1257,3327,3327,2,1,0,0,1,-0.71,0.71,0.0,1.0,0.0,-1.0,-0.78,0.62
2628,2852,3327,3327,2,0,0,1,0,-0.71,-0.71,0.0,1.0,-0.59,0.81,-0.43,-0.9
2622,2852,2155,2155,2,0,0,0,0,1.0,0.0,0.0,-1.0,0.59,0.81,0.78,0.62
7797,2852,3327,3327,2,1,0,0,1,0.97,-0.26,0.5,-0.87,-0.95,-0.31,-0.43,-0.9
6459,2852,2155,2155,2,0,0,1,0,0.87,-0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
4562,1257,3327,3327,3,0,1,0,0,0.0,-1.0,0.0,1.0,-0.59,-0.81,0.43,-0.9
4349,2852,3327,3327,2,1,0,0,1,0.5,0.87,1.0,0.0,0.0,-1.0,-0.78,0.62
10038,872,3327,3327,2,0,0,1,0,0.97,-0.26,-0.87,0.5,0.0,-1.0,0.43,-0.9
2834,872,3327,3327,2,0,0,1,0,0.87,-0.5,-1.0,-0.0,-0.95,0.31,-0.78,0.62
3009,2852,3327,3327,2,0,0,1,0,-0.71,-0.71,0.0,1.0,-0.95,-0.31,0.78,0.62
762,608,1578,961,1,0,0,1,0,0.71,-0.71,0.0,-1.0,0.59,0.81,0.97,-0.22
7444,2852,3327,3327,2,1,0,0,1,0.97,-0.26,0.5,-0.87,-0.59,0.81,-0.0,1.0
5110,2852,3327,3327,2,0,1,0,0,0.87,-0.5,0.0,1.0,-0.59,0.81,-0.78,0.62
3890,2852,3327,3327,3,0,1,0,0,-1.0,-0.0,-0.87,-0.5,0.95,-0.31,-0.0,1.0
6810,608,2155,2155,2,0,0,0,0,-0.71,-0.71,0.5,-0.87,-0.59,0.81,0.97,-0.22
9873,2852,2155,2155,2,0,1,0,0,-0.26,-0.97,-0.5,-0.87,0.59,-0.81,-0.0,1.0
9912,1553,1578,617,2,0,1,0,0,-0.5,-0.87,0.5,0.87,0.0,-1.0,-0.97,-0.22
9158,2852,3327,3327,2,1,0,0,1,-0.87,-0.5,0.0,1.0,-0.59,-0.81,-0.43,-0.9
3314,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,1.0,0.0,-1.0,0.43,-0.9
3441,2852,1578,617,2,0,1,0,0,0.26,-0.97,0.87,-0.5,-0.59,-0.81,0.43,-0.9
8874,2852,2155,2155,2,1,0,0,1,1.0,0.0,0.0,-1.0,-0.59,0.81,-0.0,1.0
6832,1257,2155,2155,2,0,0,1,0,-0.5,-0.87,-0.5,0.87,-0.95,0.31,-0.78,0.62
4959,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,1.0,0.59,0.81,0.43,-0.9
991,608,526,526,1,0,0,1,0,-0.5,0.87,-1.0,-0.0,0.0,-1.0,0.43,-0.9
914,872,3327,3327,2,0,1,0,0,0.87,0.5,0.0,1.0,-0.95,-0.31,0.43,-0.9
10211,1553,2155,2155,1,0,0,1,0,-0.5,0.87,1.0,0.0,0.95,0.31,-0.0,1.0
8377,1553,3327,3327,2,1,0,0,1,0.97,-0.26,0.0,-1.0,0.0,-1.0,-0.78,0.62
9114,2852,526,526,1,1,0,0,1,0.5,0.87,-0.5,-0.87,-0.95,-0.31,-0.43,-0.9
3654,1553,301,301,1,1,0,0,1,0.97,-0.26,-0.5,-0.87,0.95,-0.31,0.78,0.62
10280,2852,3327,3327,2,0,1,0,0,0.26,-0.97,0.0,-1.0,-0.95,-0.31,0.43,-0.9
6864,1553,3327,3327,2,0,0,1,0,-0.87,-0.5,0.0,1.0,-0.59,0.81,-0.43,-0.9
7418,1257,1578,617,2,0,1,0,0,0.26,-0.97,0.87,0.5,0.59,0.81,-0.43,-0.9
2484,872,3327,3327,3,1,0,0,1,-0.97,-0.26,0.87,0.5,-0.59,0.81,-0.0,1.0
3148,2852,3327,3327,3,0,1,0,0,-0.97,0.26,-0.87,0.5,-0.95,-0.31,0.43,-0.9
740,2852,526,526,1,1,0,0,1,0.5,-0.87,-0.87,-0.5,-0.95,-0.31,-0.43,-0.9
31,1257,2155,2155,3,0,0,1,0,0.71,-0.71,0.87,0.5,0.59,0.81,0.43,-0.9
971,872,3327,3327,3,1,0,0,1,-0.71,-0.71,0.5,-0.87,0.0,-1.0,-0.78,0.62
5839,2852,3327,3327,3,0,0,1,0,-0.26,-0.97,0.5,0.87,-0.59,0.81,-0.43,-0.9
3962,2852,3327,3327,3,1,0,0,1,0.0,-1.0,1.0,0.0,0.95,0.31,0.43,-0.9
5560,2852,3327,3327,2,0,1,0,0,-0.97,-0.26,0.0,-1.0,0.59,0.81,-0.43,-0.9
1116,608,3327,3327,2,0,0,0,0,0.87,-0.5,-1.0,-0.0,0.59,0.81,-0.0,1.0
5805,2852,1578,961,1,0,0,1,0,-0.97,-0.26,-1.0,-0.0,0.59,0.81,0.43,-0.9
156,1553,1578,617,1,0,1,0,0,-1.0,-0.0,-0.5,-0.87,0.95,-0.31,-0.0,1.0
7607,608,301,301,1,1,0,0,1,0.71,-0.71,-1.0,-0.0,-0.59,-0.81,-0.43,-0.9
2467,2852,2155,2155,2,0,0,0,0,-0.87,-0.5,0.0,-1.0,0.59,0.81,0.78,0.62
831,2852,3327,3327,2,1,0,0,1,-0.87,-0.5,0.0,1.0,-0.95,-0.31,-0.43,-0.9
5454,1553,3327,3327,2,0,1,0,0,0.5,0.87,0.5,-0.87,-0.59,0.81,-0.78,0.62
9027,872,3327,3327,2,0,0,1,0,-0.5,-0.87,0.0,1.0,-0.95,-0.31,0.78,0.62
2825,1,526,526,2,0,1,0,0,-0.26,-0.97,0.5,-0.87,-0.59,-0.81,0.43,-0.9
8694,608,2155,2155,1,0,0,0,0,1.0,0.0,-0.5,-0.87,-0.95,-0.31,-0.78,0.62
10155,2852,3327,3327,2,1,0,0,1,-0.87,0.5,-0.5,-0.87,0.95,0.31,0.43,-0.9
6460,1553,3327,3327,2,1,0,0,1,-0.71,0.71,0.87,0.5,0.0,-1.0,-0.78,0.62
6694,1257,3327,3327,3,0,1,0,0,0.97,-0.26,0.5,-0.87,-0.95,-0.31,0.43,-0.9
9181,2852,3327,3327,2,1,0,0,1,-1.0,-0.0,1.0,0.0,0.95,-0.31,0.78,0.62
9115,1257,1578,961,1,0,0,1,0,1.0,0.0,-0.87,0.5,0.0,-1.0,0.43,-0.9
7368,1257,1578,961,1,0,0,0,0,-0.97,-0.26,0.0,1.0,-0.59,0.81,0.97,-0.22
2044,1553,1578,617,1,0,1,0,0,-1.0,-0.0,-0.5,-0.87,0.59,0.81,-0.97,-0.22
1980,2852,2155,2155,2,0,0,0,0,0.71,-0.71,-0.5,0.87,0.59,0.81,0.78,0.62
8441,872,3327,3327,2,1,0,0,1,0.5,-0.87,0.0,1.0,-0.95,-0.31,-0.43,-0.9
2683,1257,1578,961,1,1,0,0,1,0.5,-0.87,0.0,1.0,0.95,-0.31,0.78,0.62
1346,1257,2155,2155,3,0,0,1,0,0.5,-0.87,0.0,1.0,0.95,0.31,-0.0,1.0
2077,2852,3327,3327,2,1,0,0,1,-0.97,0.26,1.0,0.0,0.59,0.81,-0.78,0.62
6687,872,3327,3327,2,0,0,1,0,0.26,-0.97,0.87,-0.5,0.59,0.81,0.97,-0.22
3653,2852,3327,3327,2,0,0,1,0,0.5,0.87,1.0,0.0,-0.59,0.81,-0.43,-0.9
355,233,3327,3327,2,0,1,0,0,-0.87,0.5,-0.87,0.5,0.59,0.81,-0.43,-0.9
744,1257,3327,3327,2,1,0,0,1,-0.71,0.71,0.0,1.0,0.59,0.81,-0.78,0.62
7193,1257,3327,3327,3,1,0,0,1,0.71,-0.71,-1.0,-0.0,-0.59,0.81,-0.0,1.0
10473,2852,1578,617,2,0,1,0,0,-0.71,0.71,0.5,0.87,0.59,0.81,-0.43,-0.9
9036,359,1578,961,1,1,0,0,1,-0.71,0.71,0.0,1.0,-0.95,-0.31,-0.43,-0.9
723,608,2155,2155,2,0,0,0,0,-0.71,-0.71,0.5,-0.87,0.0,-1.0,0.78,0.62
1976,872,3327,3327,2,0,1,0,0,0.97,-0.26,0.0,-1.0,0.95,-0.31,-0.0,1.0
2955,1553,2155,2155,1,0,1,0,0,-0.71,0.71,0.5,0.87,0.59,0.81,-0.43,-0.9
4340,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.95,0.31,-0.0,1.0
2214,2852,1578,617,2,0,1,0,0,0.87,-0.5,0.0,1.0,-0.95,0.31,0.78,0.62
5394,608,2155,2155,1,1,0,0,1,1.0,0.0,-0.5,-0.87,0.59,0.81,-0.78,0.62
10271,608,526,526,1,0,0,1,0,0.97,0.26,-1.0,-0.0,-0.95,0.31,-0.78,0.62
3870,608,526,526,1,1,0,0,1,-0.5,0.87,-1.0,-0.0,0.59,0.81,-0.97,-0.22
5842,233,1578,961,1,1,0,0,1,-0.26,0.97,-0.5,-0.87,0.59,0.81,-0.97,-0.22
1258,1553,1578,961,1,0,0,1,0,0.87,-0.5,0.0,-1.0,-0.95,0.31,-0.78,0.62
8277,872,3327,3327,2,1,0,0,1,0.26,-0.97,0.0,-1.0,-0.95,-0.31,-0.43,-0.9
746,1553,3327,3327,2,0,0,0,0,0.97,-0.26,-0.5,0.87,-0.95,-0.31,-0.78,0.62
5276,608,3327,3327,2,0,0,1,0,0.87,-0.5,-1.0,-0.0,0.59,0.81,0.97,-0.22
1867,141,1578,617,2,0,1,0,0,-0.71,-0.71,-1.0,-0.0,0.59,0.81,-0.97,-0.22
9507,1553,3327,3327,2,0,0,1,0,-1.0,-0.0,-0.5,0.87,0.0,-1.0,0.43,-0.9
6186,1553,526,526,1,1,0,0,1,0.5,0.87,-0.5,0.87,-0.95,-0.31,-0.43,-0.9
9154,2852,2155,2155,2,1,0,0,1,-0.5,-0.87,0.5,-0.87,0.95,0.31,0.43,-0.9
265,1257,2155,2155,2,1,0,0,1,-0.87,-0.5,0.87,0.5,0.95,0.31,0.43,-0.9
10267,1553,2155,2155,1,1,0,0,1,-0.97,-0.26,1.0,0.0,-0.95,0.31,0.97,-0.22
2428,1553,1578,961,1,1,0,0,1,-0.87,-0.5,-0.5,-0.87,0.95,-0.31,0.78,0.62
3139,1257,3327,3327,2,0,1,0,0,-0.26,-0.97,0.0,-1.0,-0.95,-0.31,0.43,-0.9
7698,1257,3327,3327,2,1,0,0,1,0.97,0.26,1.0,0.0,-0.95,-0.31,-0.43,-0.9
4533,1257,2155,2155,3,0,0,1,0,0.5,-0.87,0.0,1.0,0.59,0.81,0.43,-0.9
3062,872,3327,3327,2,0,0,0,0,0.87,-0.5,-1.0,-0.0,-0.59,0.81,0.97,-0.22
10365,1257,1578,617,2,0,1,0,0,0.87,-0.5,1.0,0.0,0.95,-0.31,-0.0,1.0
213,1553,3327,3327,2,1,0,0,1,0.97,0.26,-0.87,0.5,0.59,0.81,-0.78,0.62
9563,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,-0.59,-0.81,0.78,0.62
7826,1257,3327,3327,3,0,1,0,0,-1.0,-0.0,0.0,-1.0,-0.59,0.81,-0.78,0.62
5223,608,2155,2155,1,1,0,0,1,0.71,-0.71,0.0,1.0,-0.59,0.81,-0.0,1.0
3947,2852,3327,3327,2,0,0,1,0,0.71,-0.71,0.0,1.0,0.59,0.81,0.97,-0.22
2058,1553,526,526,1,0,1,0,0,-0.87,-0.5,-0.5,-0.87,0.59,-0.81,-0.0,1.0
8086,2852,2155,2155,2,0,0,1,0,-0.97,-0.26,0.0,1.0,0.0,-1.0,0.43,-0.9
6451,2852,1578,617,2,0,1,0,0,0.97,-0.26,0.0,1.0,-0.59,0.81,-0.78,0.62
3711,1553,3327,3327,2,0,1,0,0,0.71,-0.71,-0.87,0.5,0.59,0.81,-0.43,-0.9
2904,608,1578,961,1,0,0,0,0,0.97,0.26,-0.5,-0.87,0.59,0.81,-0.0,1.0
4922,872,3327,3327,2,0,0,1,0,0.87,-0.5,0.0,1.0,-0.95,-0.31,0.78,0.62
3838,2852,526,526,1,1,0,0,1,-0.97,0.26,-0.5,0.87,0.59,-0.81,0.78,0.62
7382,1553,2155,2155,2,0,0,1,0,1.0,0.0,-0.87,-0.5,0.59,0.81,0.43,-0.9
8306,2852,3327,3327,3,0,1,0,0,0.97,0.26,0.87,-0.5,-0.95,-0.31,0.43,-0.9
3136,2852,1578,961,1,0,0,1,0,-1.0,-0.0,-0.5,-0.87,-0.95,-0.31,0.78,0.62
284,1553,1578,961,1,0,0,1,0,-0.87,-0.5,-0.5,-0.87,0.95,0.31,-0.0,1.0
95,1553,301,301,1,1,0,0,1,0.97,0.26,1.0,0.0,0.59,0.81,-0.97,-0.22
1880,1553,1578,961,1,0,0,0,0,-0.71,0.71,1.0,0.0,0.95,-0.31,0.43,-0.9
9259,2852,3327,3327,3,0,1,0,0,-0.97,0.26,-0.87,0.5,0.59,0.81,-0.43,-0.9
7027,1553,1578,961,1,1,0,0,1,0.5,-0.87,0.0,-1.0,0.0,-1.0,-0.78,0.62
7850,1257,3327,3327,3,1,0,0,1,0.97,0.26,0.0,1.0,0.95,0.31,0.43,-0.9
7859,1257,3327,3327,3,0,1,0,0,0.97,0.26,-0.5,-0.87,0.95,-0.31,-0.0,1.0
2280,2852,2155,2155,2,0,0,1,0,-0.71,0.71,-0.87,0.5,-0.59,0.81,-0.43,-0.9
5536,1553,526,526,1,1,0,0,1,-0.71,0.71,-0.87,-0.5,0.0,-1.0,-0.78,0.62
2521,2852,1578,617,2,0,1,0,0,-0.5,0.87,0.87,0.5,-0.95,0.31,0.78,0.62
3613,2852,3327,3327,3,0,0,1,0,-0.26,-0.97,0.5,0.87,-0.95,0.31,-0.78,0.62
9476,2852,3327,3327,3,1,0,0,1,0.97,0.26,0.0,-1.0,0.59,-0.81,0.78,0.62
7333,608,2155,2155,2,0,1,0,0,0.26,-0.97,1.0,0.0,0.59,-0.81,-0.0,1.0
10089,1553,3327,3327,2,1,0,0,1,-0.71,-0.71,0.0,1.0,-0.59,-0.81,-0.43,-0.9
2003,2852,2155,2155,2,1,0,0,1,-0.97,-0.26,0.0,1.0,-0.59,0.81,-0.0,1.0
5346,141,1578,961,1,0,0,0,0,0.26,-0.97,0.87,-0.5,0.95,0.31,-0.97,-0.22
3932,2852,1578,617,2,0,1,0,0,0.97,0.26,-1.0,-0.0,-0.95,0.31,0.78,0.62
4578,1257,3327,3327,3,0,1,0,0,1.0,0.0,0.87,0.5,-0.59,-0.81,0.43,-0.9
8235,359,3327,3327,1,1,0,0,1,-0.5,-0.87,0.87,-0.5,0.59,-0.81,0.78,0.62
5917,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.0,1.0,0.59,0.81,0.97,-0.22
4416,1553,3327,3327,2,0,1,0,0,1.0,0.0,0.87,-0.5,0.59,0.81,-0.43,-0.9
6353,2852,2155,2155,2,1,0,0,1,-0.87,0.5,0.5,0.87,-0.59,-0.81,-0.43,-0.9
3217,872,3327,3327,2,0,0,1,0,0.97,-0.26,0.5,-0.87,0.0,-1.0,0.43,-0.9
10047,1553,1578,617,1,0,1,0,0,-0.26,0.97,0.0,-1.0,0.0,-1.0,-0.97,-0.22
4333,2852,3327,3327,2,1,0,0,1,0.26,-0.97,0.0,-1.0,0.95,-0.31,0.78,0.62
1003,2852,1578,961,1,0,0,1,0,0.87,-0.5,-0.87,-0.5,0.95,0.31,-0.0,1.0
6853,1257,3327,3327,2,0,1,0,0,-0.71,0.71,0.0,1.0,0.59,0.81,-0.43,-0.9
9268,2852,3327,3327,2,0,0,1,0,-0.97,0.26,1.0,0.0,-0.95,-0.31,0.78,0.62
9840,2852,2155,2155,2,0,0,0,0,0.5,-0.87,-0.87,-0.5,0.59,0.81,0.78,0.62
6601,608,2155,2155,1,0,0,1,0,0.71,-0.71,0.0,1.0,0.59,0.81,0.43,-0.9
5295,1257,1578,961,1,0,0,1,0,0.5,-0.87,0.0,1.0,-0.95,-0.31,0.78,0.62
8492,1553,2155,2155,1,0,0,1,0,0.87,0.5,0.87,-0.5,0.95,0.31,-0.0,1.0
2507,872,3327,3327,2,0,0,1,0,0.0,-1.0,0.87,0.5,-0.95,0.31,-0.78,0.62
9134,2852,2155,2155,2,0,0,1,0,-0.87,-0.5,0.0,-1.0,-0.59,0.81,-0.43,-0.9
1184,1553,3327,3327,2,0,0,1,0,-0.87,-0.5,-0.87,0.5,0.59,0.81,0.97,-0.22
1259,2852,3327,3327,2,1,0,0,1,-0.87,0.5,-0.5,-0.87,-0.59,0.81,-0.0,1.0
2522,1553,2155,2155,1,0,0,0,0,-0.5,-0.87,0.5,0.87,-0.95,-0.31,-0.78,0.62
7199,2852,3327,3327,3,1,0,0,1,0.26,-0.97,0.87,-0.5,0.59,0.81,-0.78,0.62
9795,233,3327,3327,2,1,0,0,1,0.97,-0.26,-0.5,-0.87,-0.95,-0.31,-0.43,-0.9
4559,608,2155,2155,1,0,0,1,0,1.0,0.0,-0.5,-0.87,0.95,-0.31,-0.97,-0.22
4101,2852,1578,961,1,1,0,0,1,0.97,-0.26,-0.87,0.5,0.95,0.31,0.43,-0.9
9033,2852,3327,3327,3,1,0,0,1,0.71,-0.71,0.5,0.87,-0.95,-0.31,-0.43,-0.9
8518,872,3327,3327,2,1,0,0,1,-0.26,-0.97,1.0,0.0,0.59,-0.81,0.78,0.62
2436,2852,3327,3327,2,1,0,0,1,-0.5,-0.87,0.0,1.0,0.95,0.31,0.43,-0.9
9828,2852,1578,961,1,0,0,1,0,0.87,-0.5,-0.87,-0.5,-0.59,0.81,-0.43,-0.9
10412,1257,2155,2155,3,0,0,1,0,-0.87,-0.5,0.87,0.5,-0.95,0.31,-0.78,0.62
9656,2852,2155,2155,2,0,0,1,0,-0.87,0.5,0.5,0.87,-0.59,0.81,-0.43,-0.9
4988,1257,3327,3327,1,0,0,0,0,-1.0,-0.0,0.5,-0.87,0.59,-0.81,0.43,-0.9
7297,141,3327,3327,2,1,0,0,1,-0.5,-0.87,0.5,0.87,0.95,0.31,0.43,-0.9
4790,1257,1578,617,3,0,1,0,0,0.87,-0.5,0.87,0.5,0.95,0.31,0.97,-0.22
4483,141,1578,961,1,0,0,1,0,0.97,-0.26,-1.0,-0.0,0.59,0.81,0.97,-0.22
3103,1553,1578,961,1,1,0,0,1,0.87,0.5,0.0,1.0,0.0,-1.0,-0.78,0.62
7194,1553,526,526,1,0,1,0,0,0.0,-1.0,0.0,1.0,0.0,-1.0,-0.97,-0.22
603,608,1578,961,1,0,0,1,0,-0.71,0.71,-0.87,0.5,0.59,0.81,0.43,-0.9
4418,2852,2155,2155,2,1,0,0,1,-0.87,-0.5,0.0,-1.0,0.95,0.31,0.43,-0.9
5963,1553,3327,3327,2,1,0,0,1,-0.71,-0.71,0.0,1.0,-0.59,0.81,-0.0,1.0
9057,1257,1578,617,3,0,1,0,0,0.87,-0.5,1.0,0.0,0.59,0.81,-0.43,-0.9
4042,1553,3327,3327,3,0,1,0,0,0.87,0.5,-0.5,-0.87,0.59,0.81,-0.97,-0.22
10067,1257,3327,3327,2,0,1,0,0,0.71,-0.71,0.0,1.0,0.59,0.81,-0.43,-0.9
5561,2852,3327,3327,3,0,1,0,0,1.0,0.0,-0.87,-0.5,0.59,0.81,-0.43,-0.9
6659,2852,3327,3327,3,0,0,1,0,0.71,-0.71,0.87,-0.5,-0.59,0.81,-0.43,-0.9
3367,359,301,301,1,0,0,1,0,0.97,-0.26,0.5,-0.87,-0.95,0.31,-0.78,0.62
1280,1553,2155,2155,1,1,0,0,1,-0.5,-0.87,0.5,0.87,-0.95,0.31,0.97,-0.22
7728,1257,3327,3327,3,0,0,0,0,-0.87,0.5,1.0,0.0,-0.59,0.81,0.97,-0.22
9022,359,301,301,1,1,0,0,1,0.97,-0.26,0.5,-0.87,0.95,0.31,0.43,-0.9
3149,1553,526,526,1,1,0,0,1,-0.97,0.26,0.5,-0.87,0.59,-0.81,0.78,0.62
3799,872,3327,3327,2,0,0,1,0,0.5,-0.87,0.0,1.0,-0.95,-0.31,0.78,0.62
6216,2852,2155,2155,2,1,0,0,1,-0.87,-0.5,0.0,-1.0,0.95,0.31,0.43,-0.9
6401,1553,2155,2155,1,0,1,0,0,0.97,0.26,0.0,-1.0,0.0,-1.0,-0.97,-0.22
6358,1553,526,526,1,0,0,1,0,-0.87,-0.5,-0.5,-0.87,-0.95,0.31,-0.78,0.62
9494,1553,301,301,1,1,0,0,1,-0.26,-0.97,1.0,0.0,0.59,0.81,-0.97,-0.22
328,1257,2155,2155,2,1,0,0,1,0.71,-0.71,-0.87,0.5,-0.59,0.81,-0.0,1.0
1704,608,1578,961,1,0,0,1,0,-0.71,0.71,-0.87,0.5,-0.59,0.81,-0.43,-0.9
2493,1257,3327,3327,3,0,0,1,0,0.97,-0.26,0.5,-0.87,-0.95,0.31,-0.78,0.62
7073,1257,2155,2155,3,0,0,1,0,0.5,-0.87,0.0,1.0,0.59,0.81,0.97,-0.22
8671,1553,2155,2155,1,0,1,0,0,0.5,-0.87,-0.87,0.5,0.95,-0.31,-0.0,1.0
3629,872,3327,3327,2,0,0,1,0,0.5,-0.87,0.0,1.0,0.59,0.81,0.97,-0.22
9367,233,1578,961,1,0,0,1,0,-0.26,0.97,-0.5,-0.87,-0.95,-0.31,0.78,0.62
10043,2852,2155,2155,2,0,1,0,0,-0.71,0.71,-0.87,0.5,0.59,-0.81,-0.0,1.0
4010,2852,2155,2155,2,0,0,1,0,-1.0,-0.0,-0.5,-0.87,0.95,0.31,-0.0,1.0
10243,608,301,301,1,0,0,1,0,0.71,-0.71,-1.0,-0.0,0.59,0.81,0.43,-0.9
8309,1257,3327,3327,1,1,0,0,1,0.97,0.26,-0.87,0.5,0.0,-1.0,-0.78,0.62
6067,1553,1578,961,1,0,0,1,0,-0.87,-0.5,-0.5,-0.87,-0.95,-0.31,0.78,0.62
9071,1553,2155,2155,1,0,0,1,0,-0.71,-0.71,0.0,-1.0,-0.59,0.81,-0.43,-0.9
9221,872,3327,3327,2,1,0,0,1,0.71,-0.71,-1.0,-0.0,0.95,-0.31,0.78,0.62
8658,1257,2155,2155,3,0,0,1,0,0.71,-0.71,0.5,0.87,0.59,0.81,0.43,-0.9
6361,141,3327,3327,2,0,0,0,0,0.97,-0.26,0.0,1.0,0.59,-0.81,0.43,-0.9
2199,2852,2155,2155,2,0,0,1,0,0.71,-0.71,-0.5,0.87,0.59,-0.81,-0.97,-0.22
8010,2852,1578,961,1,0,0,0,0,-1.0,-0.0,-0.5,-0.87,-0.95,-0.31,-0.78,0.62
6589,2852,3327,3327,3,1,0,0,1,-0.97,0.26,0.0,-1.0,0.59,0.81,-0.78,0.62
3083,608,2155,2155,1,0,0,1,0,-0.5,0.87,-0.87,-0.5,0.59,0.81,0.43,-0.9
6065,2852,3327,3327,3,0,1,0,0,0.5,-0.87,-1.0,-0.0,0.59,0.81,-0.43,-0.9
5452,2852,1578,617,2,0,1,0,0,0.26,-0.97,0.87,-0.5,0.59,0.81,-0.43,-0.9
1901,2852,3327,3327,2,1,0,0,1,-0.5,0.87,0.87,0.5,0.95,0.31,0.43,-0.9
